Time(H:M:S.mS)	X	Y	Z	Pitch	Yaw	Roll	Position circle	Angle circle	Movie Time	Events
12:17:26.588	2.00924100466932	0.586028626361895	-0.50231025116733	0.444959868160039	-0.472426526688437	0.373546555986206	Outer	Inner	00:00:00.000	Zeroed
12:17:26.697	1.98133487960447	0.641840876491585	-0.530216376232147	0.455946531571398	-0.494399853511155	0.373546555986206	Outer	Inner	00:00:00.000	
12:17:26.801	1.98133487960447	0.641840876491585	-0.474404126102456	0.450453199865719	-0.494399853511155	0.373546555986206	Outer	Inner	00:00:00.000	
12:17:26.914	1.98133487960447	0.61393475142674	-0.50231025116733	0.472426526688437	-0.499893185216834	0.379039887691885	Outer	Inner	00:00:00.000	
12:17:27.023	1.89761650440991	0.558122501297021	-0.446498001037639	0.455946531571398	-0.466933194982757	0.373546555986206	Middle	Inner	00:00:00.000	
12:17:27.134	0.78137150181584	0.22324900051882	0	0.00549333170567949	-0.0604266487624744	0.318613238929411	Inner	Inner	00:00:00.000	
12:17:27.244	-0.418591875972794	-0.0837183751945645	0.837183751945588	-0.626239814447462	0.236213263344218	0.153813287759026	Inner	Inner	00:00:00.000	
12:17:27.348	-0.39068575090792	-0.33487350077823	1.17205725272379	-0.895413068025758	0.2142399365215	0.225226599932859	Middle	Middle	00:00:00.000	
12:17:27.462	-0.251155125583665	-0.50231025116733	1.59064912869655	-1.10415967284158	0.170293282876064	0.285653248695334	Middle	Middle	00:00:00.000	
12:17:27.571	-0.251155125583665	-0.530216376232204	1.70227362895599	-1.15359965819269	0.115359965819269	0.296639912106693	Middle	Middle	00:00:00.000	
12:17:27.678	-0.306967375713384	-0.474404126102485	1.64646137882625	-1.0986663411359	0.0878933072908719	0.252693258461257	Middle	Middle	00:00:00.000	
12:17:27.791	-0.446498001037639	-0.306967375713384	1.19996337778866	-0.703146458326975	0.126346629230628	0.120853297524949	Middle	Middle	00:00:00.000	
12:17:27.900	-0.27906125064851	-0.0558122501297191	0.669747001556459	-0.318613238929411	0.181279946287423	0.131839960936308	Inner	Inner	00:00:00.000	
12:17:28.005	-0.0558122501297191	0.0837183751945361	0.334873500778258	-0.10986663411359	0.175786614581744	0.197759941404462	Inner	Inner	00:00:00.000	
12:17:28.118	-0.0837183751945645	0.195342875453946	0.195342875454003	0.00549333170567949	0.186773277993103	0.197759941404462	Inner	Inner	00:00:00.000	
12:17:28.222	-0.139530625324255	0.27906125064851	0	0.0933866389965514	0.2142399365215	0.175786614581744	Inner	Inner	00:00:00.000	
12:17:28.335	-0.139530625324255	0.306967375713356	-0.0837183751945645	0.159306619464705	0.241706595049898	0.153813287759026	Inner	Inner	00:00:00.000	
12:17:28.445	-0.139530625324255	0.334873500778201	-0.22324900051882	0.252693258461257	0.263679921872616	0.131839960936308	Inner	Inner	00:00:00.000	
12:17:28.552	-0.446498001037639	0.753465376750995	-0.948808252204969	0.637226477858821	0.236213263344218	-0.00549333170567949	Middle	Inner	00:00:00.000	
12:17:28.666	0.948808252204969	1.22786950285348	-1.08833887752922	0.972319711905271	-0.0823999755851924	0.236213263344218	Middle	Middle	00:00:00.000	
12:17:28.769	1.89761650440991	1.56274300363168	-0.892996002075222	1.0711996826075	-0.318613238929411	0.450453199865719	Outer	Middle	00:00:00.000	
12:17:28.885	1.17205725272376	1.50693075350199	-1.64646137882625	1.36783959471419	-0.0384533219397565	0.269173253578295	Outer	Outer	00:00:00.000	
12:17:28.994	0.586028626361895	1.6185552537614	-2.17667775505845	1.51615955076754	0.126346629230628	0.148319956053346	Outer	Outer	00:00:00.000	
12:17:29.103	0.669747001556431	1.64646137882625	-2.34411450544752	1.61503952146977	0.203253273110141	0.181279946287423	Outer	Outer	00:00:00.000	
12:17:29.210	0.697653126621304	1.7859920041505	-2.42783288064209	1.68095950193793	0.192266609698782	0.181279946287423	Outer	Outer	00:00:00.000	
12:17:29.320	1.03252662739951	1.67436750389109	-2.23249000518814	1.71941282387768	0.0384533219397565	0.258186590166936	Outer	Outer	00:00:00.000	
12:17:29.431	2.00924100466932	1.67436750389109	-1.33949400311286	1.57109286782434	-0.43397320474868	0.411999877925962	Outer	Outer	00:00:00.000	
12:17:29.541	2.87433088167973	1.53483687856684	-0.892996002075222	1.5271462141789	-0.725119785149693	0.609759819330424	Off Target	Outer	00:00:00.000	
12:17:29.644	3.18129825739311	1.56274300363168	-0.72555925168615	1.47770622882778	-0.829493087557604	0.642719809564501	Off Target	Outer	00:00:00.000	
12:17:29.758	3.29292275765252	1.59064912869655	-0.586028626361895	1.43375957518235	-0.884426404614399	0.65370647297586	Off Target	Outer	00:00:00.000	
12:17:29.863	3.2371105075228	1.53483687856684	-0.558122501297021	1.41727958006531	-0.906399731437117	0.64821314127018	Off Target	Outer	00:00:00.000	
12:17:29.979	3.26501663258765	1.50693075350199	-0.418591875972766	1.35685293130284	-0.900906399731437	0.642719809564501	Off Target	Outer	00:00:00.000	
12:17:30.088	3.2371105075228	1.36740012817774	-0.251155125583637	1.23050630207221	-0.884426404614399	0.631733146153142	Off Target	Outer	00:00:00.000	
12:17:30.197	3.20920438245795	1.22786950285348	-0.167436750389072	1.0711996826075	-0.878933072908719	0.620746482741783	Off Target	Middle	00:00:00.000	
12:17:30.304	3.20920438245795	1.14415112765892	-0.0279061250648169	0.950346385082553	-0.906399731437117	0.615253151036103	Off Target	Middle	00:00:00.000	
12:17:30.410	3.29292275765252	1.03252662739951	0.0558122501296907	0.911893063142796	-0.939359721671194	0.637226477858821	Off Target	Middle	00:00:00.000	
12:17:30.523	3.40454725791193	1.08833887752922	0.111624500259438	0.87343974120304	-0.988799707022309	0.64821314127018	Off Target	Middle	00:00:00.000	
12:17:30.634	3.59989013336588	1.00462050233466	0.167436750389129	0.813013092440565	-1.02175969725639	0.675679799798578	Off Target	Middle	00:00:00.000	
12:17:30.744	3.57198400830103	0.948808252204941	0.251155125583693	0.741599780266732	-1.04922635578478	0.681173131504257	Off Target	Middle	00:00:00.000	
12:17:30.848	3.54407788323618	0.865089877010405	0.22324900051882	0.703146458326975	-1.0437330240791	0.675679799798578	Off Target	Middle	00:00:00.000	
12:17:30.962	3.43245338297677	0.753465376750995	0.167436750389129	0.659199804681539	-1.02175969725639	0.637226477858821	Off Target	Middle	00:00:00.000	
12:17:31.071	3.37664113284706	0.669747001556431	0.111624500259438	0.620746482741783	-0.994293038727989	0.626239814447462	Off Target	Middle	00:00:00.000	
12:17:31.178	3.34873500778221	0.669747001556431	0.167436750389129	0.54383983886227	-0.961333048493912	0.615253151036103	Off Target	Middle	00:00:00.000	
