Time(H:M:S.mS)	X	Y	Z	Pitch	Yaw	Roll	Position circle	Angle circle	Movie Time	Events
13:43:56.584	0.530216376232175	0.139530625324255	-0.306967375713384	0.175786614581744	-0.115359965819269	0.010986663411359	Inner	Inner	00:00:00.000	Zeroed
13:43:56.688	0.50231025116733	0.167436750389129	-0.390685750907949	0.170293282876064	-0.10986663411359	0.010986663411359	Inner	Inner	00:00:00.000	
13:43:56.801	0.446498001037639	0.195342875453974	-0.418591875972822	0.164799951170385	-0.120853297524949	0.00549333170567949	Inner	Inner	00:00:00.000	
13:43:56.907	0.446498001037639	0.195342875453974	-0.474404126102513	0.164799951170385	-0.115359965819269	0.0164799951170385	Inner	Inner	00:00:00.000	
13:43:57.016	0.530216376232175	0.195342875453974	-0.50231025116733	0.159306619464705	-0.0988799707022309	0.0384533219397565	Inner	Inner	00:00:00.000	
13:43:57.127	0.530216376232175	0.195342875453974	-0.50231025116733	0.159306619464705	-0.0933866389965514	0.0384533219397565	Inner	Inner	00:00:00.000	
13:43:57.236	0.50231025116733	0.195342875453974	-0.558122501297078	0.153813287759026	-0.0933866389965514	0.032959990234077	Inner	Inner	00:00:00.000	
13:43:57.344	0.50231025116733	0.195342875453974	-0.586028626361895	0.153813287759026	-0.0933866389965514	0.043946653645436	Inner	Inner	00:00:00.000	
13:43:57.456	0.446498001037639	0.251155125583665	-0.586028626361895	0.142826624347667	-0.0823999755851924	0.0384533219397565	Inner	Inner	00:00:00.000	
13:43:57.565	0.50231025116733	0.251155125583665	-0.613934751426768	0.137333292641987	-0.0769066438795129	0.0494399853511154	Inner	Inner	00:00:00.000	
13:43:57.676	0.50231025116733	0.251155125583665	-0.586028626361895	0.131839960936308	-0.0714133121738334	0.0494399853511154	Inner	Inner	00:00:00.000	
13:43:57.788	0.530216376232175	0.22324900051882	-0.558122501297078	0.137333292641987	-0.0714133121738334	0.0604266487624744	Inner	Inner	00:00:00.000	
13:43:57.895	0.530216376232175	0.195342875453974	-0.558122501297078	0.142826624347667	-0.0823999755851924	0.0659199804681539	Inner	Inner	00:00:00.000	
13:43:58.000	0.50231025116733	0.22324900051882	-0.50231025116733	0.137333292641987	-0.0823999755851924	0.0604266487624744	Inner	Inner	00:00:00.000	
13:43:58.114	0.50231025116733	0.167436750389129	-0.446498001037639	0.142826624347667	-0.0823999755851924	0.0659199804681539	Inner	Inner	00:00:00.000	
13:43:58.222	0.50231025116733	0.167436750389129	-0.446498001037639	0.153813287759026	-0.0878933072908719	0.0659199804681539	Inner	Inner	00:00:00.000	
13:43:58.328	0.586028626361895	0.139530625324255	-0.418591875972822	0.148319956053346	-0.0823999755851924	0.0769066438795129	Inner	Inner	00:00:00.000	
13:43:58.441	0.586028626361895	0.167436750389129	-0.418591875972822	0.148319956053346	-0.0878933072908719	0.0769066438795129	Inner	Inner	00:00:00.000	
13:43:58.551	0.641840876491585	0.195342875453974	-0.390685750907949	0.153813287759026	-0.0823999755851924	0.0769066438795129	Inner	Inner	00:00:00.000	
13:43:58.663	0.697653126621304	0.167436750389129	-0.306967375713384	0.142826624347667	-0.0823999755851924	0.0714133121738334	Inner	Inner	00:00:00.000	
13:43:58.766	0.61393475142674	0.167436750389129	-0.251155125583693	0.142826624347667	-0.0878933072908719	0.0549333170567949	Inner	Inner	00:00:00.000	
13:43:58.876	0.641840876491585	0.0837183751945645	-0.167436750389129	0.137333292641987	-0.0878933072908719	0.043946653645436	Inner	Inner	00:00:00.000	
13:43:58.984	0.586028626361895	0.0837183751945645	-0.22324900051882	0.137333292641987	-0.0933866389965514	0.043946653645436	Inner	Inner	00:00:00.000	
13:43:59.098	0.586028626361895	0.0558122501297191	-0.167436750389129	0.126346629230628	-0.0988799707022309	0.0384533219397565	Inner	Inner	00:00:00.000	
13:43:59.209	0.61393475142674	0.0279061250648454	-0.139530625324255	0.131839960936308	-0.0933866389965514	0.0384533219397565	Inner	Inner	00:00:00.000	
13:43:59.318	0.641840876491585	0	-0.111624500259438	0.137333292641987	-0.10437330240791	0.0274666585283975	Inner	Inner	00:00:00.000	
13:43:59.422	0.641840876491585	0	-0.0837183751945645	0.131839960936308	-0.10437330240791	0.0274666585283975	Inner	Inner	00:00:00.000	
13:43:59.531	0.669747001556431	0.0279061250648454	-0.0837183751945645	0.137333292641987	-0.10986663411359	0.032959990234077	Inner	Inner	00:00:00.000	
13:43:59.645	0.72555925168615	0.0837183751945645	-0.0837183751945645	0.137333292641987	-0.115359965819269	0.0164799951170385	Inner	Inner	00:00:00.000	
13:43:59.755	0.697653126621304	0.0558122501297191	-0.111624500259438	0.148319956053346	-0.131839960936308	0.0164799951170385	Inner	Inner	00:00:00.000	
13:43:59.860	0.697653126621304	0.0279061250648454	-0.111624500259438	0.142826624347667	-0.153813287759026	0.00549333170567949	Inner	Inner	00:00:00.000	
13:44:00.124	0.669747001556431	0.0558122501297191	-0.111624500259438	0.126346629230628	-0.170293282876064	-0.00549333170567949	Inner	Inner	00:00:00.000	
13:44:00.193	-0.0837183751945361	0.0837183751945645	-0.0558122501296907	-8.14111758781701	-1.37882625812555	-2.15338602862636	Inner	Off Target	00:00:00.000	Zeroed
13:44:00.301	-0.0558122501296907	-0.0279061250648454	0.111624500259438	-0.0549333170567949	-0.032959990234077	-0.0549333170567949	Inner	Inner	00:00:00.000	
13:44:00.406	0.0558122501297191	-0.0558122501296907	0.195342875453946	-0.0769066438795129	-0.0494399853511154	-0.0604266487624744	Inner	Inner	00:00:00.000	
13:44:00.515	0.0837183751945645	-0.0558122501296907	0.27906125064851	-0.10437330240791	-0.0823999755851924	-0.0823999755851924	Inner	Inner	00:00:00.000	
13:44:00.625	0.11162450025941	-0.0558122501296907	0.390685750907949	-0.126346629230628	-0.10437330240791	-0.0878933072908719	Inner	Inner	00:00:00.000	
13:44:00.739	0.139530625324284	-0.0837183751945361	0.446498001037639	-0.115359965819269	-0.10986663411359	-0.0823999755851924	Inner	Inner	00:00:00.000	
13:44:00.848	0.167436750389129	-0.0279061250648454	0.418591875972766	-0.0714133121738334	-0.0933866389965514	-0.10986663411359	Inner	Inner	00:00:00.000	
13:44:00.955	0.22324900051882	0.0837183751945645	0.390685750907949	0	-0.043946653645436	-0.137333292641987	Inner	Inner	00:00:00.000	
13:44:01.064	0.279061250648539	0.0558122501297191	0.390685750907949	0.0384533219397565	-0.0274666585283975	-0.131839960936308	Inner	Inner	00:00:00.000	
13:44:01.172	0.251155125583665	0.0279061250648738	0.306967375713384	0.0604266487624744	-0.021973326822718	-0.126346629230628	Inner	Inner	00:00:00.000	
13:44:01.282	0.22324900051882	0.0279061250648738	0.27906125064851	0.0659199804681539	-0.0384533219397565	-0.120853297524949	Inner	Inner	00:00:00.000	
13:44:01.396	0.22324900051882	0.0279061250648738	0.27906125064851	0.0604266487624744	-0.0494399853511154	-0.126346629230628	Inner	Inner	00:00:00.000	
13:44:01.506	0.167436750389129	0.0279061250648738	0.27906125064851	0.0549333170567949	-0.0549333170567949	-0.148319956053346	Inner	Inner	00:00:00.000	
13:44:01.610	0.139530625324284	0.0279061250648738	0.306967375713384	0.0549333170567949	-0.0549333170567949	-0.148319956053346	Inner	Inner	00:00:00.000	
13:44:01.724	0.0837183751945645	0	0.27906125064851	0.0604266487624744	-0.0604266487624744	-0.159306619464705	Inner	Inner	00:00:00.000	
13:44:01.834	0.0558122501297191	0.0558122501297191	0.27906125064851	0.0494399853511154	-0.0659199804681539	-0.164799951170385	Inner	Inner	00:00:00.000	
13:44:01.943	0	0.0279061250648738	0.251155125583693	0.0549333170567949	-0.0714133121738334	-0.164799951170385	Inner	Inner	00:00:00.000	
13:44:02.050	0.0279061250648738	0.0558122501297191	0.27906125064851	0.0549333170567949	-0.0659199804681539	-0.170293282876064	Inner	Inner	00:00:00.000	
13:44:02.158	0.0279061250648738	0.0558122501297191	0.251155125583693	0.0604266487624744	-0.0714133121738334	-0.170293282876064	Inner	Inner	00:00:00.000	
13:44:02.267	0.0279061250648738	0.0279061250648738	0.251155125583693	0.0604266487624744	-0.0769066438795129	-0.170293282876064	Inner	Inner	00:00:00.000	
13:44:02.377	0.0279061250648738	0	0.251155125583693	0.0549333170567949	-0.0714133121738334	-0.170293282876064	Inner	Inner	00:00:00.000	
13:44:02.484	-0.0279061250648454	0	0.22324900051882	0.0549333170567949	-0.0769066438795129	-0.175786614581744	Inner	Inner	00:00:00.000	
13:44:02.629	-0.0279061250648454	-0.0279061250648454	0.251155125583693	0.0384533219397565	-0.0769066438795129	-0.181279946287423	Inner	Inner	00:00:00.000	
13:44:02.740	0	-0.0279061250648454	0.22324900051882	0.0164799951170385	-0.0769066438795129	-0.181279946287423	Inner	Inner	00:00:00.000	
13:44:02.848	-0.0558122501296907	-0.0279061250648454	0.22324900051882	0.010986663411359	-0.0823999755851924	-0.170293282876064	Inner	Inner	00:00:00.000	
13:44:02.959	-0.0558122501296907	-0.0279061250648454	0.22324900051882	0	-0.0769066438795129	-0.164799951170385	Inner	Inner	00:00:00.000	
13:44:03.063	-0.0837183751945361	0	0.195342875453946	-0.00549333170567949	-0.0714133121738334	-0.159306619464705	Inner	Inner	00:00:00.000	
13:44:03.173	-0.0837183751945361	0.0837183751945645	0.139530625324255	-0.00549333170567949	-0.0604266487624744	-0.137333292641987	Inner	Inner	00:00:00.000	
13:44:03.281	-0.0837183751945361	0.0837183751945645	0.0837183751945645	-0.00549333170567949	-0.0494399853511154	-0.126346629230628	Inner	Inner	00:00:00.000	
13:44:03.391	-0.11162450025941	0.0837183751945645	0.0558122501296907	-0.0164799951170385	-0.0384533219397565	-0.120853297524949	Inner	Inner	00:00:00.000	
13:44:03.505	-0.139530625324255	0.11162450025941	0.0558122501296907	-0.0164799951170385	-0.032959990234077	-0.115359965819269	Inner	Inner	00:00:00.000	
13:44:03.611	-0.139530625324255	0.0837183751945645	0	-0.021973326822718	-0.032959990234077	-0.10437330240791	Inner	Inner	00:00:00.000	
