Time(H:M:S.mS)	X	Y	Z	Pitch	Yaw	Roll	Position circle	Angle circle	Movie Time	Events
12:02:00.919	-0.0279061250648738	-0.0837183751945645	0.446498001037639	-0.192266609698782	0.0164799951170385	0.010986663411359	Inner	Inner	00:00:00.000	Zeroed
12:02:01.022	-0.0558122501297191	-0.0837183751945645	0.446498001037639	-0.192266609698782	0.010986663411359	-0.00549333170567949	Inner	Inner	00:00:00.000	
12:02:01.136	-0.0558122501297191	-0.0837183751945645	0.446498001037639	-0.186773277993103	0.010986663411359	-0.00549333170567949	Inner	Inner	00:00:00.000	
12:02:01.241	-0.0558122501297191	-0.0558122501297191	0.418591875972766	-0.181279946287423	0.0274666585283975	-0.00549333170567949	Inner	Inner	00:00:00.000	
12:02:01.356	-0.11162450025941	0	0.390685750907892	-0.186773277993103	0.0274666585283975	-0.0274666585283975	Inner	Inner	00:00:00.000	
12:02:01.459	-0.11162450025941	0	0.334873500778201	-0.181279946287423	0.0274666585283975	-0.0274666585283975	Inner	Inner	00:00:00.000	
12:02:01.568	-0.167436750389129	0	0.27906125064851	-0.181279946287423	0.0384533219397565	-0.032959990234077	Inner	Inner	00:00:00.000	
12:02:01.683	-0.167436750389129	0.0279061250648454	0.27906125064851	-0.181279946287423	0.043946653645436	-0.032959990234077	Inner	Inner	00:00:00.000	
12:02:01.789	-0.167436750389129	0.0558122501296907	0.195342875453946	-0.181279946287423	0.0494399853511154	-0.0384533219397565	Inner	Inner	00:00:00.000	
12:02:01.897	-0.195342875453974	0.0558122501296907	0.195342875453946	-0.186773277993103	0.0549333170567949	-0.0274666585283975	Inner	Inner	00:00:00.000	
12:02:02.012	-0.22324900051882	0.0837183751945361	0.139530625324255	-0.175786614581744	0.0494399853511154	-0.032959990234077	Inner	Inner	00:00:00.000	
12:02:02.121	-0.195342875453974	0.0558122501296907	0.111624500259381	-0.181279946287423	0.0604266487624744	-0.032959990234077	Inner	Inner	00:00:00.000	
12:02:02.225	-0.22324900051882	0.0837183751945361	0.0837183751945645	-0.186773277993103	0.0659199804681539	-0.032959990234077	Inner	Inner	00:00:00.000	
12:02:02.334	-0.22324900051882	0.0558122501296907	0.0837183751945645	-0.186773277993103	0.0769066438795129	-0.021973326822718	Inner	Inner	00:00:00.000	
12:02:02.443	-0.22324900051882	0.0558122501296907	0.0279061250648169	-0.181279946287423	0.0769066438795129	-0.021973326822718	Inner	Inner	00:00:00.000	
12:02:02.554	-0.251155125583665	0.0279061250648454	0.0279061250648169	-0.192266609698782	0.0823999755851924	-0.0164799951170385	Inner	Inner	00:00:00.000	
12:02:02.662	-0.251155125583665	0.11162450025941	-0.0279061250648738	-0.203253273110141	0.0878933072908719	-0.032959990234077	Inner	Inner	00:00:00.000	
12:02:02.773	-0.251155125583665	0.139530625324255	-0.0279061250648738	-0.208746604815821	0.0933866389965514	-0.0274666585283975	Inner	Inner	00:00:00.000	
12:02:02.887	-0.279061250648539	0.167436750389101	-0.0279061250648738	-0.21973326822718	0.0878933072908719	-0.0274666585283975	Inner	Inner	00:00:00.000	
12:02:03.174	-0.251155125583665	0.139530625324255	-0.0279061250648738	-0.2142399365215	0.0933866389965514	-0.0274666585283975	Inner	Inner	00:00:00.000	
12:02:03.209	0.0558122501296907	0	0.0279061250648169	-7.5807977538377	0.390026551103244	-1.64250617999817	Inner	Off Target	00:00:00.000	Zeroed
12:02:03.318	-0.0279061250648454	0	0.0279061250648169	-0.00549333170567949	0.021973326822718	-0.0164799951170385	Inner	Inner	00:00:00.000	
12:02:03.428	-0.0279061250648454	0	0.0558122501296907	-0.0164799951170385	0.0274666585283975	-0.0274666585283975	Inner	Inner	00:00:00.000	
12:02:03.543	0	-0.0558122501297191	0.111624500259381	-0.00549333170567949	0.021973326822718	-0.021973326822718	Inner	Inner	00:00:00.000	
12:02:03.648	-0.0558122501297191	-0.0837183751945645	0.0837183751945645	0	0.00549333170567949	-0.032959990234077	Inner	Inner	00:00:00.000	
12:02:03.761	-0.0279061250648454	-0.11162450025941	0.139530625324255	-0.010986663411359	0	-0.021973326822718	Inner	Inner	00:00:00.000	
12:02:03.870	0.0558122501296907	-0.11162450025941	0.167436750389072	-0.0164799951170385	0	-0.010986663411359	Inner	Inner	00:00:00.000	
12:02:03.974	0.0837183751945645	-0.11162450025941	0.22324900051882	-0.0164799951170385	-0.00549333170567949	-0.010986663411359	Inner	Inner	00:00:00.000	
12:02:04.090	0.11162450025941	-0.139530625324284	0.306967375713384	-0.0164799951170385	-0.010986663411359	-0.00549333170567949	Inner	Inner	00:00:00.000	
12:02:04.199	0.139530625324255	-0.139530625324284	0.334873500778201	-0.0164799951170385	-0.032959990234077	0	Inner	Inner	00:00:00.000	
12:02:04.309	0.195342875453946	-0.167436750389129	0.362779625843075	-0.0274666585283975	-0.0384533219397565	0	Inner	Inner	00:00:00.000	
12:02:04.413	0.251155125583665	-0.195342875453974	0.418591875972766	-0.021973326822718	-0.0494399853511154	0.010986663411359	Inner	Inner	00:00:00.000	
12:02:04.528	0.22324900051882	-0.22324900051882	0.418591875972766	-0.0164799951170385	-0.0714133121738334	0.00549333170567949	Inner	Inner	00:00:00.000	
12:02:04.631	0.27906125064851	-0.22324900051882	0.446498001037639	-0.0164799951170385	-0.0714133121738334	0.010986663411359	Inner	Inner	00:00:00.000	
12:02:04.740	0.27906125064851	-0.22324900051882	0.474404126102456	-0.0274666585283975	-0.0823999755851924	0.00549333170567949	Inner	Inner	00:00:00.000	
12:02:04.852	0.306967375713356	-0.22324900051882	0.530216376232147	-0.021973326822718	-0.0933866389965514	0.00549333170567949	Inner	Inner	00:00:00.000	
12:02:04.962	0.27906125064851	-0.22324900051882	0.50231025116733	-0.010986663411359	-0.10986663411359	0.00549333170567949	Inner	Inner	00:00:00.000	
12:02:05.068	0.251155125583665	-0.251155125583665	0.558122501297021	-0.010986663411359	-0.115359965819269	0	Inner	Inner	00:00:00.000	
