Time(H:M:S.mS)	X	Y	Z	Pitch	Yaw	Roll	Position circle	Angle circle	Movie Time	Events
11:54:02.319	-1.39530625324258	0.22324900051882	-0.641840876491585	-0.0714133121738334	0.186773277993103	-0.32959990234077	Middle	Inner	00:00:00.000	Zeroed
11:54:02.427	-1.36740012817774	0.22324900051882	-0.697653126621276	-0.0714133121738334	0.186773277993103	-0.318613238929411	Middle	Inner	00:00:00.000	
11:54:02.535	-1.33949400311289	0.27906125064851	-0.753465376750967	-0.0659199804681539	0.186773277993103	-0.32410657063509	Middle	Inner	00:00:00.000	
11:54:02.641	-1.31158787804804	0.334873500778201	-0.837183751945531	-0.043946653645436	0.192266609698782	-0.32959990234077	Middle	Inner	00:00:00.000	
11:54:02.755	-1.00462050233466	0.418591875972766	-1.08833887752922	0.0659199804681539	0.247199926755577	-0.252693258461257	Middle	Inner	00:00:00.000	
11:54:02.866	-0.83718375194556	0.446498001037611	-1.11624500259404	0.10986663411359	0.274666585283975	-0.186773277993103	Middle	Inner	00:00:00.000	
11:54:02.974	-0.865089877010405	0.474404126102485	-1.17205725272373	0.120853297524949	0.307626575518052	-0.186773277993103	Middle	Inner	00:00:00.000	
11:54:03.079	-0.976714377269815	0.558122501297021	-1.22786950285348	0.142826624347667	0.362559892574847	-0.2142399365215	Middle	Inner	00:00:00.000	
11:54:03.192	-1.06043275246438	0.530216376232175	-1.33949400311286	0.159306619464705	0.384533219397565	-0.208746604815821	Middle	Inner	00:00:00.000	
11:54:03.298	-1.11624500259407	0.530216376232175	-1.33949400311286	0.153813287759026	0.411999877925962	-0.203253273110141	Middle	Inner	00:00:00.000	
11:54:03.409	-1.11624500259407	0.530216376232175	-1.39530625324255	0.164799951170385	0.466933194982757	-0.197759941404462	Middle	Inner	00:00:00.000	
11:54:03.517	-1.08833887752922	0.586028626361895	-1.47902462843712	0.186773277993103	0.516373180333872	-0.175786614581744	Middle	Inner	00:00:00.000	
11:54:03.630	-1.19996337778863	0.669747001556431	-1.61855525376137	0.269173253578295	0.593279824213385	-0.181279946287423	Outer	Inner	00:00:00.000	
11:54:03.741	-1.25577562791833	0.89299600207525	-1.98133487960445	0.43397320474868	0.615253151036103	-0.186773277993103	Outer	Inner	00:00:00.000	
11:54:03.850	-1.19996337778863	0.948808252204941	-2.06505325479901	0.516373180333872	0.626239814447462	-0.170293282876064	Outer	Inner	00:00:00.000	
11:54:03.955	-1.14415112765892	0.920902127140096	-2.00924100466932	0.510879848628193	0.620746482741783	-0.148319956053346	Outer	Inner	00:00:00.000	
11:54:04.064	-1.03252662739953	0.920902127140096	-1.95342875453963	0.510879848628193	0.615253151036103	-0.120853297524949	Outer	Inner	00:00:00.000	
11:54:04.175	-1.06043275246438	0.948808252204941	-1.89761650440988	0.560319833979308	0.65370647297586	-0.137333292641987	Outer	Inner	00:00:00.000	
11:54:04.285	-1.33949400311289	1.03252662739951	-1.89761650440988	0.681173131504257	0.725119785149693	-0.2142399365215	Outer	Middle	00:00:00.000	
11:54:04.391	-1.39530625324258	1.06043275246435	-1.84180425428019	0.730613116855373	0.736106448561052	-0.247199926755577	Outer	Middle	00:00:00.000	
11:54:04.506	-1.33949400311289	1.00462050233466	-1.75808587908563	0.747093111972411	0.725119785149693	-0.225226599932859	Outer	Middle	00:00:00.000	
11:54:04.617	-1.31158787804804	1.00462050233466	-1.75808587908563	0.747093111972411	0.714133121738334	-0.2142399365215	Outer	Middle	00:00:00.000	
11:54:04.720	-1.31158787804804	1.00462050233466	-1.75808587908563	0.747093111972411	0.714133121738334	-0.203253273110141	Outer	Middle	00:00:00.000	
11:54:04.835	-1.2836817529832	0.976714377269815	-1.70227362895594	0.741599780266732	0.725119785149693	-0.192266609698782	Outer	Middle	00:00:00.000	
11:54:04.944	-1.33949400311289	0.976714377269815	-1.73017975402081	0.730613116855373	0.730613116855373	-0.197759941404462	Outer	Middle	00:00:00.000	
11:54:05.054	-1.33949400311289	0.948808252204941	-1.73017975402081	0.725119785149693	0.725119785149693	-0.186773277993103	Outer	Middle	00:00:00.000	
11:54:05.160	-1.36740012817774	0.948808252204941	-1.70227362895594	0.708639790032655	0.725119785149693	-0.186773277993103	Outer	Middle	00:00:00.000	
11:54:05.266	-1.4511185033723	0.920902127140096	-1.75808587908563	0.692159794915616	0.719626453444014	-0.203253273110141	Outer	Middle	00:00:00.000	
11:54:05.379	-1.47902462843714	0.89299600207525	-1.75808587908563	0.686666463209937	0.719626453444014	-0.208746604815821	Outer	Middle	00:00:00.000	
11:54:05.491	-1.53483687856686	0.920902127140096	-1.75808587908563	0.675679799798578	0.725119785149693	-0.230719931638539	Outer	Middle	00:00:00.000	
11:54:05.600	-1.67436750389112	0.976714377269815	-1.7859920041505	0.670186468092898	0.714133121738334	-0.252693258461257	Outer	Middle	00:00:00.000	
11:54:05.705	-1.75808587908566	0.976714377269815	-1.81389812921537	0.659199804681539	0.714133121738334	-0.274666585283975	Outer	Middle	00:00:00.000	
11:54:05.818	-1.86971037934507	1.00462050233466	-1.81389812921537	0.664693136387219	0.725119785149693	-0.302133243812372	Outer	Middle	00:00:00.000	
11:54:05.927	-1.98133487960447	0.976714377269815	-1.86971037934507	0.670186468092898	0.719626453444014	-0.32410657063509	Outer	Middle	00:00:00.000	
11:54:06.034	-2.09295937986388	0.976714377269815	-1.89761650440988	0.670186468092898	0.730613116855373	-0.351573229163488	Outer	Middle	00:00:00.000	
